48,1088,6,3.679,2.7526
116,763,6,5.809,4.0095
127,2743,6,3.276,2.6409
211,3410,6,7.275,4.9473
322,2351,6,5.714,3.2748
345,1430,6,10.494,7.9896
453,2245,6,2.363,1.5116
516,2774,6,19.911,13.572
526,268,6,12.157,9.23
665,1650,6,5.997,4.0986
785,1712,6,12.818,10.128
857,3111,6,10.954,7.9107
869,66,6,6.385,4.6445
899,3111,6,5.584,4.4244
945,2779,6,14.253,7.2941
1035,162,6,11.43,8.3411
1297,162,6,6.81,4.9794
1327,2774,6,9.742,6.6139
1372,1871,6,15.418,9.0498
1397,1962,6,25.043,15.815
1433,2799,6,7.91,5.7878
1461,2378,6,5.515,4.3661
1673,3111,6,7.737,6.1252
1679,2012,6,2.809,2.0287
1757,2222,6,8.874,6.5961
1775,2743,6,7.242,5.0996
1784,1928,6,20.037,14.271
1799,1681,6,4.954,2.9159
1945,2200,6,17.044,9.3496
2013,3146,6,2.79,1.8568
2342,467,6,13.246,9.3324
2367,660,6,25.388,15.365
2374,2743,6,15.566,6.6557
2407,1681,6,4.886,3.8029
2501,2191,6,6.389,5.2581
2517,1170,6,6.09,3.7556
2619,3593,6,4.551,3.2497
2754,1741,6,14.764,10.866
2869,780,6,6.792,5.5465
2900,2793,6,4.272,2.8275
2983,1659,6,7.488,5.1662
3134,3146,6,3.991,2.648
3185,2785,6,4.212,2.7266
3433,1971,6,2.65,1.9387
3442,774,6,14.883,7.9581
3558,1971,6,6.334,3.4979
