166,2830,4,4.877,2.457
271,1506,4,10.166,6.3028
384,810,4,8.369,6.8048
449,815,4,18.8,13.443
517,199,4,11.981,9.5454
518,2010,4,23.816,17.617
625,3240,4,29.129,18.809
724,605,4,4.605,2.7043
872,2097,4,68.871,43.49
889,286,4,10.887,5.7007
930,2220,4,20.102,15.116
1180,3253,4,11.873,7.9438
1601,3228,4,2.388,1.5093
1727,3570,4,16.423,11.437
1852,1815,4,12.392,8.2835
1867,280,4,3.899,3.0185
1926,2298,4,17.589,13.986
1982,3471,4,17.334,14.082
2092,769,4,27.497,14.386
2302,169,4,6.778,5.7529
2925,769,4,17.972,12.208
2998,2657,4,268.21,112.52
3315,2702,4,12.354,7.3855
3428,2844,4,2.372,1.1335
3484,2408,4,7.419,4.6752
